val_loss,units,spatial_dropout,dense_units,dropout,lr,loss_weight_h15,loss_weight_h30
0.503461,64,0.15000000000000002,96,0.30000000000000004,0.0001395510628578222,0.4,0.2
0.510363,96,0.05,96,0.1,0.00010805627988186071,0.4,0.2
0.530602,32,0.15000000000000002,64,0.30000000000000004,0.0023361709154431664,0.6000000000000001,0.2
0.541889,96,0.05,128,0.1,0.0006237028864858578,0.4,0.2
0.547092,128,0.25,32,0.2,0.0010277342442932575,0.4,0.4
