ano,DirAcc%,MAE/naive
2021,84.61538461538461,0.5836298470303048
2022,47.01195219123506,1.034433829660339
2023,48.4,1.0834968524938389
2024,75.79365079365078,0.8868053200583262
2025,100.0,0.9110934459943046
