date,close_t,pred_price_t+5,true_price_t+5,pred_price_t+15,true_price_t+15,pred_price_t+30,true_price_t+30
2022-03-01,1942.4,1948.4712966918946,2040.0999454498292,1956.3364276885986,1920.6999769210815,1964.8577774047853,1972.1000331878663
2022-03-02,1920.9,1926.9040948390962,1985.8999368667603,1934.6821684241295,1936.599952340126,1943.109197187424,1981.0000275850298
2022-03-03,1934.4,1940.4462913513185,1998.100054550171,1948.279028892517,1961.6000095367433,1956.7652824401857,1970.9000450134279
2022-03-04,1965.1,1971.2422493457793,1982.7000509381294,1979.19929677248,1953.7999712884425,1987.8202318668364,1982.9001074194907
2022-03-07,1993.9,2000.1322685718537,1959.5999421715737,2008.2059324383736,1939.5999933421613,2016.9532137393953,1955.7000204861165
2022-03-08,2040.1,2046.476674413681,1928.5000505983828,2054.7374104857445,1911.9999799549578,2063.6873721599577,1952.2999785721302
2022-03-09,1985.9,1992.1072632312776,1908.0000301361085,2000.148533642292,1933.4999977827074,2008.8607187747957,1944.8999847114087
2022-03-10,1998.1,2004.345396375656,1942.0999697864054,2012.4360668063164,1949.1999993503093,2021.2017735958098,1930.9999805986881
2022-03-11,1982.7,1988.897261095047,1928.2000285148622,1996.9255741238594,1919.0999580323696,2005.6237207889558,1893.2000392377377
2022-03-14,1959.6,1965.7250581741332,1928.6000106811523,1973.659835100174,1929.2000187635422,1982.2566415786741,1901.4000336170195
2022-03-15,1928.5,1934.5278499126434,1920.70000359416,1942.336697280407,1922.899984896183,1950.7970674037933,1885.8999754190445
2022-03-16,1908.0,1913.963773727417,1936.5999569892883,1921.689612865448,1918.3999843597412,1930.0600490570068,1888.699959039688
2022-03-17,1942.1,1948.1703589916228,1961.5999285578728,1956.0342752337456,1933.8000226914883,1964.5543088436125,1909.300035279989
2022-03-18,1928.2,1934.2269122123719,1953.7998957633972,1942.034544825554,1941.6001106500626,1950.493598842621,1861.7999543070794
2022-03-21,1928.6,1934.6281624794005,1939.5999021291732,1942.437414765358,1944.2998916625975,1950.8982235908506,1868.8000304460525
2022-03-22,1920.7,1926.7034697055817,1912.0000061631204,1934.4807334542274,1972.0999583244325,1942.9068848133088,1866.9999709308147
2022-03-23,1936.6,1942.6531678199767,1933.5000023841858,1950.4948135614395,1981.0000552177428,1958.9907185554503,1874.0000406980514
2022-03-24,1961.6,1967.7313095092773,1949.1999994277953,1975.6741847991943,1970.9000881195068,1984.279765319824,1881.199988746643
2022-03-25,1953.8,1959.9069293022155,1919.0999711990355,1967.8182209730148,1982.899914073944,1976.3895827293395,1857.0999653816223
2022-03-28,1939.6,1945.6625448226928,1929.200030374527,1953.51633810997,1955.699964094162,1962.025404167175,1839.9000399589538
2022-03-29,1912.0,1917.976276397705,1922.899980545044,1925.7183122634888,1952.2999782562256,1934.1062965393066,1852.5999836921692
2022-03-30,1933.5,1939.5434782505035,1918.3999477922916,1947.372571527958,1944.9000928401947,1955.854876756668,1823.8000366687775
2022-03-31,1949.2,1955.2925512313843,1933.8000427484512,1963.185216665268,1930.9999554634094,1971.736398124695,1807.3999364376068
2022-04-01,1919.1,1925.0984686374663,1941.5999767541884,1932.8692536950111,1893.1999759197233,1941.2883858203886,1813.4999565839767
2022-04-04,1929.2,1935.230037879944,1944.299932384491,1943.041719675064,1901.3999615192413,1951.505160713196,1818.2000424146652
2022-04-05,1922.9,1928.9103461742402,1972.1000244379045,1936.6965181231499,1885.9000384628773,1945.1323209285738,1815.9000213980676
2022-04-06,1918.4,1924.396280670166,1981.000072479248,1932.164231300354,1888.700001049042,1940.5802925109865,1841.2000589370728
2022-04-07,1933.8,1939.844415950775,1970.9000810623168,1947.674723982811,1909.299944293499,1956.1583453178405,1841.8000472187996
2022-04-08,1941.6,1947.6687961578368,1982.8999863624572,1955.5306878089905,1861.7999596595764,1964.048527908325,1847.7999505519865
2022-04-11,1944.3,1950.3772354602813,1955.7000315070152,1958.250059902668,1868.7999682188033,1966.7797449588775,1865.0999701917171
2022-04-12,1972.1,1978.913689982891,1952.3000276803969,1985.700109219551,1866.9999545812607,1996.7134941220284,1846.2000157177447
2022-04-13,1981.0,1987.1919474601746,1944.9000253081322,1995.213376879692,1873.9999834299088,2003.9040656089783,1847.3999958634377
2022-04-14,1970.9,1977.0603782176972,1931.0000385105611,1985.0409108996391,1881.200006198883,1993.6872907161714,1851.2999691069126
2022-04-18,1982.9,1989.0978862285615,1893.2000160276891,1997.1270090937614,1857.1000471174718,2005.8260331630709,1842.7000077903272
2022-04-19,1955.7,1961.8128680706025,1901.4000363886357,1969.7318531870842,1839.8999674737454,1978.311550283432,1843.3000463426113
2022-04-20,1952.3,1958.4022408008575,1885.8999631941317,1966.3074586987495,1852.600044453144,1974.872239923477,1866.499980831146
2022-04-21,1944.9,1950.9791108608247,1888.6999880075455,1958.8543648123741,1823.8000310897828,1967.3866820812227,1845.400002282858
2022-04-22,1931.0,1937.0356640815735,1909.3000381588936,1944.8546344041824,1807.3999813199043,1953.3259720802307,1839.2000123858452
2022-04-25,1893.2,1899.1175138473511,1861.8000510931015,1906.7834250926971,1813.499980545044,1915.0889333724976,1847.4999568462372
2022-04-26,1901.4,1907.3431443214417,1868.7999720811845,1915.0422588586807,1818.1999461293221,1923.3837407112123,1851.8999770760538
2022-04-27,1885.9,1891.7946964740754,1866.9999889194967,1899.4310486912727,1815.9000297367575,1907.7045317173006,1848.7999449431898
2022-04-28,1888.7,1894.741690802574,1874.0000308692456,1902.1340599656105,1841.199981045723,1910.9228130578995,1871.4999587714672
2022-04-29,1909.3,1915.2678370952606,1881.1999542355536,1922.9989401698112,1841.8000524699687,1931.3750794887542,1827.9999413013459
2022-05-02,1861.8,1867.6193678855896,1857.1000059485434,1875.158134818077,1847.8000035524367,1883.325890636444,1809.5000402212142
2022-05-03,1868.8,1874.6412475585937,1839.8999710083008,1882.2083587646484,1865.09998626709,1890.4068237304687,1815.3000091552733
2022-05-04,1867.0,1872.835621356964,1852.6000145077705,1880.39544403553,1846.1999714970589,1888.5860123634338,1845.699982047081
2022-05-05,1874.0,1879.8575010299683,1823.7999651432037,1887.4456679821014,1847.3999752998352,1895.6669454574585,1835.5999702215195
2022-05-06,1881.2,1887.0800058364869,1807.3999839544297,1894.6973268985748,1851.2999909162522,1902.9501909255982,1834.60005671978
2022-05-09,1857.1,1862.904677248001,1813.4999445617198,1870.4244130253792,1842.699994891882,1878.5715498447416,1834.3000380337237
2022-05-10,1839.9,1845.6509157657624,1818.2000533103944,1853.1010056138039,1843.3001028299332,1861.1726856708528,1825.7000414550305
2022-05-11,1852.6,1858.390611743927,1815.8999552369116,1865.8921262025833,1866.4998975038527,1874.0195214271544,1826.4999549269676
2022-05-12,1823.8,1829.5005925178527,1841.2000694274902,1836.8854905366898,1845.4000711917877,1844.8865395545959,1820.900024664402
2022-05-13,1807.4,1813.0493315696717,1841.7999477148057,1820.3678230047226,1839.200005531311,1828.296924877167,1817.5000654459
2022-05-16,1813.5,1819.168398141861,1847.8000781536102,1826.5115895867348,1847.500011920929,1834.467452287674,1813.6999720931053
2022-05-17,1818.2,1823.8830887794495,1865.1000044345856,1831.2453113794327,1851.8999361753465,1839.2217930793763,1804.1000009775162
2022-05-18,1815.9,1821.575899744034,1846.2000396251678,1828.9288092255592,1848.800086605549,1836.895200777054,1798.9000092029573
2022-05-19,1841.2,1846.954979133606,1847.4001010894776,1854.4103329181671,1871.4998992919923,1862.4877161026002,1761.799944448471
2022-05-20,1841.8,1847.5568545341491,1851.2999077796935,1855.0146378278732,1828.000016093254,1863.094653224945,1734.900019657612
2022-05-23,1847.8,1853.5756085395813,1842.699974656105,1861.0576869249344,1809.5000277876854,1869.1640244483947,1737.8999937534331
2022-05-24,1865.1,1870.9296825885772,1843.2999442040918,1878.4818118214607,1815.3000143051147,1886.6640448093412,1740.6000357627868
2022-05-25,1846.2,1851.970607471466,1866.4999054670334,1859.446207165718,1845.6999687194825,1867.545525455475,1729.999949169159
2022-05-26,1847.4,1853.1743582725526,1845.4000063061715,1860.6548169851303,1835.6000041723253,1868.759399700165,1723.2999673604966
2022-05-27,1851.3,1857.0865483760833,1839.2000007212162,1864.58279889822,1834.6000037312508,1872.704490995407,1734.1999686777592
2022-05-31,1842.7,1848.459667634964,1847.4999426960946,1855.9210951924324,1834.3000453650952,1864.0050589084626,1704.5000481367113
2022-06-01,1843.3,1849.0615430355072,1851.899905025959,1856.5254001021385,1825.7000461697578,1864.6119960308074,1702.3999488711356
2022-06-02,1866.5,1872.334058523178,1848.8000182509422,1879.891856610775,1826.4999859333038,1888.0802314281464,1709.2000314593315
2022-06-03,1845.4,1851.1681069374085,1871.499913930893,1858.64046728611,1820.8999547839167,1866.736275959015,1709.9999593257905
2022-06-06,1839.2,1844.948727798462,1827.9999566555023,1852.3959832191467,1817.4999776840211,1860.4645923614503,1699.4999947547913
2022-06-07,1847.5,1853.394040465355,1809.5000450313091,1861.1270779371262,1813.7000058591366,1868.252695798874,1712.6999777555466
2022-06-08,1851.9,1857.6884237766267,1815.3000304698944,1865.1871038079262,1804.100026524067,1873.3114281177523,1727.0999718010426
2022-06-09,1848.8,1854.5787342071533,1845.700046300888,1862.0648617744446,1798.9000130176544,1870.1755863189696,1718.9999764442443
2022-06-10,1871.5,1877.3496868610382,1835.6000567674637,1884.927730858326,1761.7999655902386,1893.1380407810211,1717.6999750435352
2022-06-13,1828.0,1833.7137203216553,1834.5999789237976,1841.1156249046326,1734.9000265598297,1849.1350994110107,1719.1000208854675
2022-06-14,1809.5,1815.1558954715729,1834.3000878095627,1822.482890188694,1737.899965673685,1830.4212048053741,1750.3000095784664
2022-06-15,1815.3,1820.9740243434906,1825.6999975562096,1828.3245043158531,1740.60001963377,1836.2882636547088,1762.8999956667424
2022-06-16,1845.7,1851.46904463768,1826.4999945759773,1858.942619740963,1729.9999615848064,1867.0397445201875,1768.9999794781208
2022-06-17,1835.6,1841.3374753952025,1820.899962210655,1848.77015376091,1723.2999695777892,1856.8229696273802,1771.1000105857847
2022-06-21,1834.6,1840.3343497276305,1817.4999591588974,1847.7629789113998,1734.2000000119208,1855.8114077568052,1757.9999570965765
2022-06-22,1834.3,1840.033412027359,1813.699951171875,1847.4608264565468,1704.4999906122684,1855.5079391956328,1788.5000527858733
2022-06-23,1825.7,1831.4065312862397,1804.0999520480634,1838.7991227507591,1702.399966585636,1846.8085071086884,1772.900003695488
2022-06-24,1826.5,1832.2090318202972,1798.900031864643,1839.6048626303673,1709.1999721229076,1847.6177566051483,1786.800019800663
2022-06-27,1820.9,1826.591528081894,1761.8000363290312,1833.9646834731102,1709.9999675333502,1841.9530101299288,1794.000040960312
2022-06-28,1817.5,1823.180900812149,1734.8999838531017,1830.5402889847755,1699.4999769330025,1838.5136997699738,1795.600040704012
2022-06-29,1813.7,1819.3690232753754,1737.8999481499195,1826.7130245566368,1712.7000370204448,1834.669764661789,1789.7000537514687
2022-06-30,1804.1,1809.7390168666839,1740.5999816536903,1817.044146001339,1727.099998921156,1824.9587707042692,1798.6000229656695
2022-07-01,1798.9,1804.5227633953095,1730.0000255167486,1811.806836783886,1719.0000389277936,1819.6986489772798,1781.3999531030656
2022-07-05,1761.8,1767.3068011283874,1723.2999622941018,1774.4406498670578,1717.7000159978866,1782.1697035789489,1773.200044441223
2022-07-06,1734.9,1740.3227206707002,1734.2000305831434,1747.3476464152336,1719.0999664485455,1754.958689260483,1760.299924349785
2022-07-07,1737.9,1743.3320976734162,1704.4999539792539,1750.3691709637642,1750.2999749064447,1757.9933748722078,1755.2999079823494
2022-07-08,1740.6,1746.0405369758605,1702.4000435829162,1753.0885430574417,1762.8999767303467,1760.7245919227598,1747.6000745773315
2022-07-11,1730.0,1735.4074048995972,1709.1999489068985,1742.4124896526337,1768.9999282360077,1750.0020360946655,1734.0000772476196
2022-07-12,1723.3,1728.6864629268646,1710.000038278103,1735.6644181609154,1771.1000307917595,1743.2245715618133,1746.7999339103699
2022-07-13,1734.2,1739.6205327033997,1699.5000112891198,1746.6426240205765,1757.9999011039733,1754.2505959510804,1747.7999139547348
2022-07-14,1704.5,1709.8277003765106,1712.7000257968903,1716.7295309901237,1788.5000759363174,1724.2072083950043,1757.6999939084053
2022-07-15,1702.4,1707.7211364746095,1727.1000579833985,1714.6144638061523,1772.899984741211,1722.082928466797,1736.0999221801758
2022-07-18,1709.2,1714.5423910140992,1719.000088596344,1721.4632527828217,1786.7999613761901,1728.9615491867066,1736.6000273227692
2022-07-19,1710.0,1715.3448915481567,1717.6999461650848,1722.2689926624298,1794.000005722046,1729.7707986831665,1723.199965953827
2022-07-20,1699.5,1704.8120720386505,1719.0999655723572,1711.6936567425728,1795.60008341074,1719.1493990421295,1712.8000345230103
2022-07-21,1712.7,1718.0533308506012,1750.2999011993409,1724.9883647561073,1789.6999670863152,1732.502015733719,1696.5999901771545
2022-07-22,1727.1,1732.4983404636382,1762.8999327421188,1739.491682589054,1798.6000105977057,1747.068506669998,1709.7999864935873
2022-07-25,1719.0,1724.373022556305,1769.0000528097153,1731.3335663080215,1781.4000134468079,1738.874855518341,1700.3999565839767
2022-07-26,1717.7,1723.0689591884613,1771.100053048134,1730.0242390036583,1773.1999262928964,1737.5598250865937,1715.3000424802303
2022-07-27,1719.1,1724.473335123062,1757.9999132871626,1731.4342837929726,1760.3000777959824,1738.9760117053984,1708.0000257968902
2022-07-28,1750.3,1755.7708559513092,1788.500011730194,1762.8581390976906,1755.299928343296,1770.536742067337,1716.2000004529953
2022-07-29,1762.9,1768.4102393627168,1772.8999706268312,1775.548542201519,1747.6000491440298,1783.2824216365816,1728.0999593138695
2022-08-01,1769.0,1774.529305934906,1786.8000631332397,1781.6923087835312,1734.0000417232513,1789.4529490470886,1704.9999708533287
2022-08-02,1771.1,1776.6358698368072,1793.9999637722967,1783.8073759675026,1746.8000227689743,1791.5772289752958,1696.5000368833541
2022-08-03,1758.0,1763.4949235916138,1795.5999891757965,1770.613385438919,1747.8000218868256,1778.3257684707642,1665.399954199791
2022-08-04,1788.5,1793.6794088482857,1789.699922323227,1799.8005477786064,1757.6999682486057,1808.7671315073967,1671.6999917328358
2022-08-05,1772.9,1776.6818279981615,1798.5999031186104,1779.0658125638963,1736.099985766411,1791.6360474944115,1666.1999943375588
2022-08-08,1786.8,1792.384942817688,1781.4000504255293,1799.6200211048126,1736.5999480962753,1807.4587503433227,1659.6999502658844
2022-08-09,1794.0,1799.6074476242065,1773.2000477313995,1806.871680021286,1723.1999856233597,1814.7419958114624,1664.6000193357468
2022-08-10,1795.6,1801.2124486923217,1760.3000094890594,1808.4831597805023,1712.8000067949295,1816.3604948043821,1670.7999683618546
2022-08-11,1789.7,1793.2238832116127,1755.2999489486217,1794.8321069598198,1696.5999954879285,1808.3193821907043,1645.299940752983
2022-08-12,1798.6,1804.2218256950378,1747.6000494480131,1811.504684329033,1709.8000255584716,1819.395180416107,1623.300025343895
2022-08-15,1781.4,1786.947040629387,1733.9999952435494,1794.1031286478044,1700.3999555826188,1801.9755050182343,1626.699978876114
2022-08-16,1773.2,1775.0295104503632,1746.7999845266343,1772.1134969711304,1715.2999576568604,1789.9835124492645,1660.3999531030656
2022-08-17,1760.3,1765.2395205616951,1747.8000059127808,1770.8327055335044,1708.000027257204,1780.089139175415,1658.500004506111
2022-08-18,1755.3,1760.7864842891693,1757.700075316429,1767.8940133452415,1716.2000110208987,1775.5945514202117,1662.4000315368176
2022-08-19,1747.6,1753.0624166488647,1736.0999671459197,1760.138767004013,1728.099985051155,1767.8055250167845,1692.900001335144
2022-08-22,1734.0,1739.4199075698853,1736.5999846458435,1746.4411890506744,1704.9999804496765,1754.0482835769653,1721.1000205278397
2022-08-23,1746.8,1752.259916114807,1723.2000227689743,1759.333027124405,1696.499950146675,1766.9962755203246,1711.3999820947647
2022-08-24,1747.8,1752.5696396827698,1712.799966466427,1757.755779004097,1665.399953198433,1767.313601875305,1711.6999615430832
2022-08-25,1757.7,1761.7184462785722,1696.6000460743905,1764.8141040802002,1671.699948424101,1776.5448744893074,1700.500000780821
2022-08-26,1736.1,1741.5264714717864,1709.800032734871,1748.5562562346458,1666.2000315248965,1756.1725635051725,1667.3000199258327
2022-08-29,1736.6,1741.6431862592697,1700.3999589323996,1747.6249959945678,1659.7000525832175,1756.293082356453,1678.7000358223913
2022-08-30,1723.2,1728.5861503601075,1715.3000046730042,1735.5637006759644,1664.6000398635865,1743.123415374756,1670.299971485138
2022-08-31,1712.8,1717.3873496055603,1707.9999951839447,1722.2327848434447,1670.8000344276427,1731.8358572006225,1670.000050640106
2022-09-01,1696.6,1701.9030076026916,1716.2000940799712,1708.7728496789932,1645.2999745845793,1716.215869617462,1641.7000171542168
2022-09-02,1709.8,1715.1442664146423,1728.0999340772628,1722.0675576925278,1623.3000314831734,1729.5684863090514,1656.9999930620193
2022-09-06,1700.4,1705.7148851394654,1704.9999499797823,1712.600114107132,1626.6999553442001,1720.0598047256472,1648.999972844124
2022-09-07,1715.3,1720.6614575862884,1696.500034660101,1727.6070193648338,1660.3999625384806,1735.1320765972137,1627.4999976336956
2022-09-08,1708.0,1713.3386402130127,1665.4000129699707,1720.2546429634094,1658.4999935626984,1727.7476749420166,1630.800045490265
2022-09-09,1716.2,1721.5642706871033,1671.6999785065652,1728.513476729393,1662.3999657392503,1736.0424822807313,1650.9999698877334
2022-09-12,1728.1,1733.5014661312102,1666.1999603569507,1740.4988574385643,1692.900033700466,1748.080068540573,1648.6999929130077
2022-09-13,1705.0,1710.3292632102966,1659.7000432014465,1717.2331184148788,1721.0999846458435,1724.7129893302917,1652.8000497817993
2022-09-14,1696.5,1701.8026950359344,1664.6000019013882,1708.6721321940422,1711.3999258875847,1716.1147134304047,1663.9999600946903
2022-09-15,1665.4,1670.6054867744447,1670.8000473022462,1677.3489943742752,1711.7000452756884,1684.6551392555239,1660.6999735355378
2022-09-16,1671.7,1676.9251784801484,1645.2999949753284,1683.6941959261894,1700.5000598311424,1691.027979040146,1639.6000267267227
2022-09-19,1666.2,1671.4079873085022,1623.3000487089157,1678.1547342538834,1667.299993658066,1685.4643887519837,1635.9000212073327
2022-09-20,1659.7,1664.887670469284,1626.7000252068044,1671.608097732067,1678.7000904083252,1678.8892365932466,1645.0000175237656
2022-09-21,1664.6,1669.8029862403869,1660.4000074267387,1676.543254494667,1670.3000678777694,1683.8458897590635,1645.6999838113784
2022-09-22,1670.8,1676.0223653793335,1658.4999552249908,1682.7877385616302,1670.000014090538,1690.1175733566283,1627.3000068187714
2022-09-23,1645.3,1650.442660856247,1662.4000338196754,1657.1047798991203,1641.700039333105,1664.322745656967,1672.5000079154968
2022-09-26,1623.3,1628.3738961696624,1692.9000386595726,1634.946933209896,1656.9999978661538,1642.0683845043181,1676.5000529050826
2022-09-27,1626.7,1631.7845234394074,1721.0999370098114,1638.3713276982307,1648.9999596476555,1645.5076948642732,1712.1000202536584
2022-09-28,1660.4,1665.5667000293734,1711.3999589920045,1672.2266224861146,1627.5000186920167,1679.5741714954377,1710.0999212265015
2022-09-29,1658.5,1659.9476224184036,1711.7000250220299,1656.5064052641392,1630.8000356554985,1673.9339246749878,1750.3000602722168
2022-09-30,1662.4,1666.4831672668458,1700.500048828125,1670.1800943374635,1650.9999690055847,1680.5059257507326,1765.999965286255
2022-10-03,1692.9,1698.1914426326753,1667.2999722898007,1705.0463027358055,1648.7000065505506,1712.473090696335,1773.599949002266
2022-10-04,1721.1,1726.479586458206,1678.6999542832373,1733.448633491993,1652.7999742627144,1740.9991354465483,1773.8000456929205
2022-10-05,1711.4,1716.1570125818253,1670.299998855591,1721.4709855079652,1664.000022506714,1730.5939143419266,1773.0000180959703
2022-10-06,1711.7,1715.6973500967026,1670.0000274062156,1718.9405293941497,1660.7000159025192,1730.135762321949,1760.8000695109367
2022-10-07,1700.5,1704.8028370141983,1641.6999665498734,1708.9280953407288,1639.600037753582,1719.147383928299,1751.899907886982
2022-10-10,1667.3,1672.5114255428314,1656.9999811410903,1679.2626265883446,1635.8999685585497,1686.577106809616,1737.4000337958335
2022-10-11,1678.7,1681.0355612397195,1648.9999898850917,1679.9103054046632,1644.9999585390092,1695.1932127714158,1738.299936747551
2022-10-12,1670.3,1675.5208025455474,1627.4999722361565,1682.2841511368752,1645.7000045120715,1689.6117924213409,1744.8999320864677
2022-10-13,1670.0,1673.5346567630768,1630.7999497652054,1675.7050216197968,1627.300032377243,1687.6207268238068,1753.3000445365906
2022-10-14,1641.7,1644.1927059292793,1650.9999439239502,1643.658820259571,1672.4999973654747,1658.0388976931572,1740.099943292141
2022-10-17,1657.0,1659.9015151262283,1648.69999563694,1660.4087716341019,1676.499943614006,1673.8771430253983,1748.3999980688095
2022-10-18,1649.0,1653.141072511673,1652.8000129461288,1657.0556893348694,1712.0999511480331,1667.0509952306747,1746.0000925064087
2022-10-19,1627.5,1630.6573694944382,1664.0000760555267,1631.9912096858025,1710.0999212265015,1644.3845736980438,1801.1000284552574
