date,close_t,fold,h5_q10,h5_q50,h5_q90,h5_true,h15_q10,h15_q50,h15_q90,h15_true,h30_q10,h30_q50,h30_q90,h30_true
2014-09-15,1233.6,1,1218.9205919842127,1245.902792206866,1268.2404681706828,1216.8000357627868,1230.076219767271,1263.7828448246362,1306.5567238275787,1206.699969291687,1217.3698397350288,1297.9504117690767,1340.5358480899192,1229.099995136261
2014-09-16,1235.2,1,1223.0607908291292,1247.3137891067493,1268.4308029497815,1220.9999843597411,1235.4241218606396,1266.6447832626286,1303.234298487522,1211.6999912261963,1222.2210947945885,1299.419018678184,1334.7507428306062,1229.199966430664
2014-09-17,1234.4,1,1221.5897985507322,1245.4621351181397,1270.0554878907146,1218.6000011444094,1235.352769147883,1268.5856986278395,1303.1269102756908,1205.2999667167664,1222.835228968151,1296.721290325559,1337.5958301470605,1224.30000538826
2014-09-18,1225.7,1,1213.3940982176518,1238.1847185015065,1260.7098403173115,1221.200028640032,1227.9791606823117,1258.7867940100052,1296.893568354618,1224.5999745309352,1212.849525288129,1293.0496401709904,1328.848143090455,1198.1000051915646
2014-09-19,1215.3,1,1201.2688202954369,1228.9546247274764,1256.7261240006842,1214.0999999642372,1220.60168443128,1255.0859541559475,1297.3121931389412,1220.9999639511109,1199.2116511536078,1292.7180242534782,1333.1067792348656,1171.0999986827374
2014-09-22,1216.8,1,1203.8990477135849,1230.5956924595782,1252.7534869507676,1217.5000299453734,1217.6200930590965,1251.1346752904635,1291.5482898274931,1229.3000166893005,1199.041916728881,1288.6087056092083,1323.500633998677,1169.4000237464904
2014-09-23,1221.0,1,1207.9293031600116,1236.1005299134167,1261.6586153836645,1210.499986410141,1228.1307752390446,1260.376156828121,1304.6159792776923,1233.5999289751053,1204.0003203581334,1303.829392254837,1337.7357196560097,1167.3999763727188
2014-09-24,1218.6,1,1208.195107830129,1232.2752977041407,1253.8368375046402,1214.6000334978105,1223.721734752386,1252.9100192005733,1289.741283657164,1244.0999861955645,1205.2540255799538,1287.589207902456,1318.6411944889549,1145.4000319361685
2014-09-25,1221.2,1,1209.04525215852,1235.4615936984194,1255.7552565478477,1214.2000089645387,1217.5608732399153,1252.0612244499457,1292.589193975875,1240.5000543117524,1200.4245526817674,1282.2556857488644,1321.7356808127795,1142.3000095367431
2014-09-26,1214.1,1,1206.2292262689652,1226.6908041839135,1244.842781228897,1192.2000223875043,1210.3112988204914,1242.9276800914172,1270.6719477577622,1238.3000585317611,1197.6457812739072,1256.8331068386883,1295.1151316724877,1169.5999760985374
2014-09-29,1217.5,1,1205.3107756090878,1230.1464753594344,1253.3962906591178,1206.6999699175358,1205.8563458048452,1241.405021481129,1281.0013832078844,1244.0000408887863,1192.0841268358745,1250.1774456376709,1302.8413563812976,1159.6000100672245
2014-09-30,1210.5,1,1196.0980925312326,1219.3569815579974,1243.08403659587,1211.7000224590302,1189.15831824241,1224.3238209903031,1260.7094484637548,1251.0000364780426,1180.4897956633229,1226.1756238058565,1274.0312035001305,1162.7999730706215
2014-10-01,1214.6,1,1203.3041869538663,1227.497158065303,1248.6292754685517,1205.300035333633,1208.6031019564734,1244.2229844032245,1279.8620056332811,1244.8000534057617,1195.0385430213798,1262.428793485349,1308.57557850752,1158.8999734163283
2014-10-02,1214.2,1,1205.1637092438305,1222.4602473774964,1237.3914536224206,1224.5999953508378,1203.4762457623797,1235.5127446107383,1256.835716743076,1228.499975514412,1203.7288566149284,1244.209863754278,1283.5940958501935,1161.09996945858
2014-10-03,1192.2,1,1179.3768642700015,1202.4915946389992,1223.3204660636934,1221.0000317573547,1178.753961836887,1217.9325727553844,1249.8396469847949,1231.199936413765,1172.3966426959012,1227.083944958414,1280.9799684443572,1184.9999920606613
2014-10-06,1206.7,1,1191.5728910193534,1219.9409291748966,1241.8728613827614,1229.2999621868134,1187.311691335962,1234.8867896509385,1274.2020364098971,1229.1000108957292,1174.509164561396,1245.6499656027604,1306.7700726236503,1183.0000180125237
2014-10-07,1211.7,1,1191.1873742665136,1216.517341314955,1247.5114064245265,1233.6000200986862,1184.662319644111,1230.833238773101,1261.106112694118,1229.200053656101,1175.6696904161004,1236.8975591142002,1280.9484518873523,1196.7000159144402
2014-10-08,1205.3,1,1187.8738104549016,1211.222935967639,1237.4818422642802,1244.1000019431117,1181.304294453094,1225.1162637093132,1252.7421359833584,1224.3000594615935,1175.1158853649754,1230.0149004547493,1275.2933467005334,1193.599968677759
2014-10-09,1224.6,1,1207.8008339890544,1228.6824342198645,1253.726425726756,1240.499960231781,1199.632128333368,1234.4677202266384,1263.3038785703131,1198.1000176191328,1197.0321308771654,1237.810463890129,1275.2686599442277,1190.7000310778617
2014-10-10,1221.0,1,1212.4199096259474,1230.8474751325864,1246.1825247024626,1238.300030708313,1205.4274560010272,1244.558863258461,1263.8486151171653,1171.0999728441238,1201.425405352025,1245.4572496650335,1289.1501715655625,1197.5000007748604
2014-10-13,1229.3,1,1218.0130086830636,1241.0692069708855,1254.6132097822035,1243.999973142147,1214.728806299295,1246.8929257530756,1284.017525562727,1169.4000017762185,1210.5381752804144,1263.8915212923744,1308.8887914725187,1195.4999974548816
2014-10-14,1233.6,1,1224.2336905937557,1245.7524571683912,1261.9318604229195,1251.0000286102295,1224.8385753461357,1255.063008352177,1288.8272972299633,1167.3999807357786,1216.3033385213769,1269.9684357015108,1310.824273531695,1197.0999687194824
2014-10-15,1244.1,1,1228.042351809183,1257.3595168982013,1277.8929077118407,1244.800015068054,1225.908972730809,1263.5116275197113,1314.2109237680988,1145.4000258743763,1216.3989437281784,1281.6295963409273,1341.716095530302,1196.59997330904
2014-10-16,1240.5,1,1225.1149147225326,1249.6066068719958,1270.507851236255,1228.4999788105488,1225.2378960835972,1263.238100157021,1299.6997811510137,1142.2999806404114,1223.3158515551004,1278.827643616322,1333.682129221932,1175.199980199337
2014-10-17,1238.3,1,1216.0350772817803,1248.0473701113533,1257.084580056617,1231.199997919798,1203.1924837519782,1238.559705772202,1296.2648724105434,1169.5999975442885,1206.312906972992,1272.4551096930686,1317.7965385941084,1218.0000241994858
2014-10-20,1244.0,1,1221.1206067444316,1255.382763168782,1276.609905012093,1229.0999977588654,1221.2918314995206,1259.3359650306943,1319.026263547291,1159.600020647049,1211.4672215213511,1301.6180690769331,1347.553783978833,1199.1999673843384
2014-10-21,1251.0,1,1234.570690499764,1261.598005494266,1284.82905674616,1229.1999819874763,1242.0920234133644,1275.2806279627544,1319.6267234050365,1162.8000057935717,1232.762710000056,1305.6422356851008,1349.9199020822448,1208.5000274777412
2014-10-22,1244.8,1,1224.7033945994456,1253.1090608573284,1278.942650380245,1224.2999801635742,1229.9706641868156,1264.3725164838647,1310.5738737951128,1158.8999635696412,1220.3508596512274,1289.9510934839432,1331.8543599831537,1207.500033760071
2014-10-23,1228.5,1,1205.934869101948,1235.2830302632474,1263.1187037149473,1198.0999774038792,1211.7177796212782,1244.8485033784202,1293.7406536660403,1161.100028425455,1201.361863063314,1268.305517984579,1307.7915852993565,1190.1000022888184
2014-10-24,1231.2,1,1206.2670372671887,1235.6062831069603,1266.0963535197309,1171.0999846458435,1208.188247936759,1238.7008451276524,1289.5603079211633,1185.0000294685365,1197.5449561759124,1257.4258045388156,1290.8260755004742,1194.7000169277192
2014-10-27,1229.1,1,1200.9236557751478,1236.215213331652,1264.946781354886,1169.4000035583972,1202.584617041562,1243.6049649381766,1299.0584022799096,1183.000002747774,1184.0301972868738,1255.6172081024067,1294.247039619127,1231.4999998569488
2014-10-28,1229.2,1,1197.182217063498,1234.3766814436656,1263.442256443529,1167.4000309705734,1197.4993577208074,1244.1410388212448,1298.842869345673,1196.699995303154,1180.3808333328443,1245.1491903663289,1288.3393941355002,1228.8999756097794
2014-10-29,1224.3,1,1196.237806922693,1227.5077228024625,1250.3365382338743,1145.400036495924,1190.2568420736752,1230.9775173174464,1276.2711117997758,1193.5999981999396,1183.0290435345942,1236.4220871200316,1270.1363688180213,1225.0999406218527
2014-10-30,1198.1,1,1172.4597437488376,1202.3682101311067,1235.0887448663543,1142.2999803900718,1169.8003312161495,1210.309822586198,1257.5125859726363,1190.6999692440031,1161.5276737375364,1217.1208211515557,1268.7822692600869,1221.999991250038
2014-10-31,1171.1,1,1144.7867305447432,1171.8967899162285,1203.5404294913485,1169.6000033438204,1144.9505660559028,1176.5204045244284,1220.1761304900194,1197.500052833557,1137.536768854376,1182.538528090665,1215.2218746757826,1207.200017249584
2014-11-03,1169.4,1,1142.7620200364945,1175.2430749828202,1203.912335720655,1159.6000146746635,1146.809397924743,1183.8978294510352,1235.6648420681825,1195.4999303340912,1131.4742015795464,1198.0836647852882,1235.3902577533008,1193.899998164177
2014-11-04,1167.4,1,1147.9685483063013,1171.6276339702183,1200.9021756727614,1162.799972999096,1158.1718170063484,1177.5859894598063,1222.3305047472018,1197.1000215530396,1150.0839810010957,1209.617668114798,1233.1156470815906,1194.3000232696534
2014-11-05,1145.4,1,1122.4662848020712,1145.01510655974,1178.035145343746,1158.8999392032624,1121.8682574043255,1147.3861358405975,1186.397354994646,1196.5999565362931,1119.110898792571,1162.6544886091608,1191.1196084023918,1194.699970149994
2014-11-06,1142.3,1,1115.8761112545378,1142.6137030463706,1174.0461197196073,1161.1000128269195,1117.5180060469932,1147.656987834402,1190.9880186674225,1175.2000224471092,1110.6152614050272,1157.9321525544008,1187.5612494123077,1195.9000539541244
2014-11-07,1169.6,1,1142.895326964992,1174.324312358119,1197.0481062440324,1185.0000114440918,1141.2686785982778,1186.4148069258486,1227.066255674251,1218.0000558853149,1128.6635650878432,1181.7729383895864,1219.8726553517013,1179.699965858459
2014-11-10,1159.6,1,1136.644737945512,1165.858656524951,1185.9884583796943,1183.0000216960907,1135.3747370061224,1175.483522018842,1216.3439339837555,1199.200068616867,1125.7291713433767,1182.8975376696685,1220.0910516511449,1177.8999762058256
2014-11-11,1162.8,1,1139.6806751325569,1167.6148553313687,1192.166421786176,1196.7000663757324,1138.837578689766,1174.6297732112666,1217.104783227395,1208.4999398231505,1131.1956062052789,1193.8721544690832,1227.235698147891,1173.4999510288235
2014-11-12,1158.9,1,1135.2220818340998,1162.0625497033243,1183.6024298235436,1193.59996329546,1130.6913527719928,1165.645554171554,1204.9690466590732,1207.4999529719353,1125.3608526089497,1176.9128993905383,1205.1597503022,1195.3000574469568
2014-11-13,1161.1,1,1143.3756709394977,1163.8238820535798,1183.0796168551262,1190.6999522328376,1141.0839639477576,1169.0362820257274,1198.6598837460256,1190.1000663638115,1141.192638364372,1179.91211669101,1205.2641912514714,1181.7000032305716
2014-11-14,1185.0,1,1162.0070532079044,1186.2756056827488,1212.1260125229344,1197.4999397993088,1157.9796472480775,1189.609359553829,1227.3906788017716,1194.6999657154083,1158.0147232800514,1206.4009216805505,1237.2356094131717,1200.20004093647
2014-11-17,1183.0,1,1163.1918161899623,1185.1376569583522,1207.0755561577057,1195.4999965429306,1158.9742170164816,1187.9481761685574,1222.9920991715576,1231.50004863739,1162.735060966632,1204.3802258697658,1237.455835183167,1183.9000189304352
2014-11-18,1196.7,1,1174.3063784292556,1198.711145285097,1223.3430574591673,1197.1000123500824,1170.4801144459327,1205.1569084341206,1240.7906584739976,1228.8999955773354,1170.5287255650114,1216.1775298307691,1251.969410102722,1186.000026279688
2014-11-19,1193.6,1,1170.599864896724,1197.9422670679292,1224.2590300065203,1196.6000045776366,1169.2837791350385,1202.5289636299824,1246.7850763701642,1225.1000480651855,1162.6039652469442,1214.3809718935136,1252.0500454454375,1203.8999588012691
2014-11-20,1190.7,1,1166.7216012444092,1190.8078095367885,1216.648779602843,1175.200020825863,1161.5655731822026,1191.9327835439829,1229.9932325541783,1222.0000247955322,1162.290285567822,1200.304226374117,1231.096629722368,1219.2999945402146
2014-11-21,1197.5,1,1174.7357966855575,1201.563209635467,1225.7290132597775,1218.000062406063,1172.5235559415994,1209.1337146228757,1247.5745372302526,1207.199932038784,1165.9614042771398,1225.0351733562522,1255.7257828715592,1210.6000259518623
2014-11-24,1195.5,1,1178.4704143582387,1198.2204887605628,1218.3847324446028,1199.199966788292,1175.845842541421,1204.698667795377,1233.7142704236892,1193.899987399578,1179.7962307576738,1216.449125208013,1249.1474455947216,1208.4000036120417
2014-11-25,1197.1,1,1172.2768290985005,1197.888631624981,1223.2228028526736,1208.5000241160392,1167.9381999506386,1202.271708088943,1240.377663456395,1194.2999765515326,1167.412136435836,1208.4277407704683,1242.6801794091955,1216.0000512480735
2014-11-26,1196.6,1,1176.690254294879,1198.3908292943645,1219.535304300273,1207.499996256828,1173.339373563069,1202.5963601835956,1235.30399838427,1194.7000287890432,1175.7775286585816,1211.4164788718592,1242.3055538431072,1232.6999522686003
2014-11-28,1175.2,1,1154.0405852294828,1175.7849815173531,1200.046742009367,1190.100058078766,1151.0345948316146,1178.1444772814898,1212.4123501220108,1195.899981021881,1152.132567335719,1192.5493722830574,1217.6506875651626,1234.2999539375303
2014-12-01,1218.0,1,1193.572141841306,1221.6015236413157,1244.2728257502051,1194.7000333070755,1188.9015670869098,1228.2306458285063,1267.6626493912408,1179.7000304460526,1184.2908424810155,1236.276780206026,1271.9452550124815,1234.3999915122986
2014-12-02,1199.2,1,1172.6486084857067,1201.292702160603,1223.5055911135184,1231.5000007629394,1167.5774732252644,1205.3176826484196,1246.2516707813668,1177.900017642975,1162.5137045229524,1205.4062049821189,1238.0484942080425,1264.700051116943
2014-12-03,1208.5,1,1179.7487229177557,1211.1579871117235,1231.9206046221225,1228.899954974651,1172.733044762879,1212.6901028656296,1257.971548638984,1173.4999797940254,1165.0598482292985,1207.9090549639182,1240.821416241836,1276.900060892105
2014-12-04,1207.5,1,1182.3262655075257,1211.8945944513628,1227.6884853157176,1225.100037753582,1176.9539553784257,1216.515265908779,1256.571590661776,1195.2999950945375,1169.4330416978623,1209.5410656009556,1241.4926096284664,1294.1999316215515
2014-12-05,1190.1,1,1164.361263804279,1194.9041445552652,1210.62119381974,1221.9999725818634,1160.231944770402,1198.915237904662,1241.4425254292632,1181.7000323474406,1150.3623887562242,1192.5863305910184,1222.645201490774,1293.700003015995
2014-12-08,1194.7,1,1169.8756301639107,1199.1383593826135,1217.005183826527,1207.2000028967857,1166.4041515419651,1205.513063535723,1245.2407243606697,1200.199950003624,1157.5600147165808,1201.0606805870768,1232.6932047883251,1300.7000074744226
2014-12-09,1231.5,1,1206.4157851715258,1235.7630570011593,1252.9794722246124,1193.899985790253,1201.4748620348544,1241.6085391814922,1280.9322179998585,1183.8999851346016,1194.2773970296844,1235.7740409988853,1268.5887551230544,1292.6000230908394
2014-12-10,1228.9,1,1204.718702382219,1233.6564059015368,1249.9846114831978,1194.2999920904638,1199.6313327381615,1239.1170129175173,1278.324351282668,1186.0000247001649,1193.0442105471268,1235.7183258357986,1268.662432293131,1279.4000566363336
2014-12-11,1225.1,1,1202.646665805162,1229.2259434836244,1245.3785669952815,1194.6999916493892,1197.1677315665163,1229.4297453095655,1269.8764391791908,1203.8999893724915,1194.4301320886557,1237.159107926243,1264.8152477974072,1291.699980342388
2014-12-12,1222.0,1,1195.6460796526155,1227.8736443639937,1241.3835847404227,1195.8999980688095,1187.207475600577,1227.401229642937,1275.5448513340248,1219.300009846687,1181.8100824461608,1228.453271768394,1265.7986812559052,1285.899936914444
2014-12-15,1207.2,1,1181.5316559013015,1212.2208003850285,1228.7524418157195,1179.6999825954438,1171.4919427963382,1211.438274773276,1258.205765843659,1210.6000047683715,1168.6049495337925,1211.2239667138906,1254.2270299062898,1254.6000326156616
2014-12-16,1193.9,1,1162.6790109240328,1198.8301568908996,1217.3143547914983,1177.900010365248,1151.364392236724,1198.217427922924,1251.7458843729612,1208.399966144562,1142.9941070251916,1192.3621477857146,1237.8150223710074,1278.5000723958017
2014-12-17,1194.3,1,1165.4430956832307,1199.4669463632229,1216.7619041354917,1173.4999995768069,1153.7663875256358,1196.6976127502278,1250.047924833372,1216.000002837181,1150.258078941998,1199.017131005979,1246.2955983671934,1276.2000061154365
2014-12-18,1194.7,1,1166.831981864772,1200.1253125156204,1219.6210285134614,1195.3000126719476,1154.7347221921316,1202.1077566212898,1250.4411769099663,1232.70004298687,1149.2383730389065,1194.9555397639865,1247.6975847111178,1259.7000435471534
2014-12-19,1195.9,1,1167.686917525429,1198.5348481084286,1225.749433090008,1181.70000192523,1155.2309823450698,1195.758457668299,1246.4104610322938,1234.3000349521635,1154.3154195511845,1205.5746595369428,1254.7535694873145,1263.800042498112
2014-12-22,1179.7,1,1155.3376858125798,1181.2342203424614,1206.6757727406346,1200.1999504923822,1148.9625362702764,1181.4527434394447,1224.7617929724138,1234.4000517487527,1150.9502258193936,1187.6286587645277,1231.0939931219002,1262.0000495791437
2014-12-23,1177.9,1,1149.713035352015,1183.8504623428796,1198.4677785678216,1183.9000022649766,1140.3100490718573,1182.7639096094974,1234.244262408268,1264.6999391555787,1133.29920396848,1185.6866071889842,1225.0223761720029,1233.89997433424
2014-12-24,1173.5,1,1149.4506835904117,1179.9510233219348,1195.7058696266515,1186.000058710575,1142.0404180442565,1183.098934048246,1227.6799323274313,1276.899987637997,1136.6824559987638,1192.2390817544394,1231.6358765291377,1240.7999915480614
2014-12-26,1195.3,1,1169.0868537038154,1202.6883012344008,1218.5618706900557,1203.900036084652,1160.706788750579,1206.244995455017,1254.7467143434546,1294.2000587463378,1152.875991467302,1214.7660712927952,1257.311992026616,1231.5999750256535
2014-12-29,1181.7,1,1158.600021445372,1190.2620520787675,1202.1529680163571,1219.2999322056771,1149.9764654265307,1196.9059625742923,1240.8078783280066,1293.699938929081,1146.1865291485938,1198.4854786119745,1250.920316209491,1219.0000207901
2014-12-30,1200.2,1,1179.4124545482905,1209.198250493949,1221.126352593749,1210.5999778985977,1170.7260024928862,1214.4639130468363,1257.6240172841,1300.7000216722488,1169.474226183331,1224.929671484373,1276.3420943978945,1220.10001411438
2014-12-31,1183.9,1,1163.0583343216513,1192.1088239122378,1204.8475102447333,1208.3999294757843,1155.3980821029163,1198.161619408767,1239.4903831046363,1292.6000546216965,1153.4715150482266,1206.8540296130675,1255.1871273870174,1226.499951684475
2015-01-02,1186.0,1,1160.1450090431572,1193.7439244855395,1212.0285606417278,1216.0000340938568,1152.220305045689,1207.7895035887632,1250.4543466122414,1279.4000618457794,1146.8123285651263,1203.813904589091,1267.2945024499295,1208.1000199317932
2015-01-05,1203.9,1,1183.9437887825347,1210.9372658645989,1234.7538551902223,1232.6999425649644,1179.0909228320468,1230.0474146251504,1263.0537945250792,1291.6999704122543,1179.5185434650302,1242.0134464705468,1306.6068840456649,1199.7000023961068
2015-01-06,1219.3,1,1194.34338218192,1228.8554245988307,1248.2054397006525,1234.3000240087508,1185.3169042552402,1241.1200425236589,1288.2145996494955,1285.8999438047408,1180.884928902358,1255.2680368832569,1320.9806087621496,1207.1000347375868
2015-01-07,1210.6,1,1188.884955356014,1217.8102278759495,1241.7739618411267,1234.3999582529068,1184.4227294958048,1232.61765235062,1274.2333465882894,1254.5999846696852,1186.9778703663903,1247.557508449543,1318.1457375468024,1204.4000211834907
2015-01-08,1208.4,1,1188.5508944346873,1216.439621761146,1234.8555728919714,1264.7000407218934,1178.975200410453,1224.5523210413248,1265.3749660681713,1278.4999826431276,1181.9679249854842,1239.388671982878,1302.1591716077132,1200.2999996423723
2015-01-09,1216.0,1,1196.9733113015404,1221.2164047669785,1245.7053506547195,1276.8999633789062,1194.0122687385076,1233.79748332517,1268.760844500092,1276.1999588012695,1196.704272359275,1244.928290840216,1301.303969065332,1196.8999786376953
2015-01-12,1232.7,1,1215.1283895519755,1240.3862095487127,1259.6293176695694,1294.200041770935,1207.485520739216,1251.5010611558098,1286.9072877143078,1259.7000219225883,1211.3343273633366,1260.9832924276864,1323.940612544969,1201.000025421381
2015-01-13,1234.3,1,1214.0214943897406,1241.794802846645,1267.265445351065,1293.6999871134758,1210.8852275476193,1253.0138190922964,1295.563488469902,1263.7999566912652,1208.8461308744947,1267.5692137354686,1327.8673207387226,1209.5999716699123
2015-01-14,1234.4,1,1216.476418158779,1240.4306099877924,1263.516356325213,1300.700045490265,1211.2831760375036,1253.9049537753565,1285.8892895767842,1261.999966335297,1213.3334567335526,1262.2852632102204,1319.1155114798682,1212.6000276565553
2015-01-15,1264.7,1,1250.42496194191,1272.7840618831808,1292.6161782364206,1292.5999314188955,1244.5033844015925,1289.1163082429428,1315.1288141871837,1233.899972498417,1245.0837279587631,1294.328490505878,1350.4402564982772,1207.6999804317952
