ano,DirAcc%,MAE/naive
2021,84.61538461538461,0.5415542481498622
2022,45.81673306772908,1.0490993764503407
2023,47.599999999999994,1.0980969081160556
2024,70.23809523809523,0.9135588538834019
2025,97.5609756097561,0.8388380528580227
