val_loss,units,spatial_dropout,dense_units,dropout,lr,loss_weight_h15,loss_weight_h30
0.491326,64,0.15000000000000002,96,0.30000000000000004,0.0001395510628578222,0.4,0.2
0.536484,32,0.15000000000000002,64,0.30000000000000004,0.0023361709154431664,0.6000000000000001,0.2
0.539538,128,0.25,32,0.2,0.0010277342442932575,0.4,0.4
0.542776,32,0.15000000000000002,128,0.30000000000000004,0.0033137745378583987,0.6000000000000001,0.2
0.551853,96,0.05,128,0.1,0.0006237028864858578,0.4,0.2
